PLAY #,QTR,PENALTY-CAT 1,FLAG 1,GRADE OFFICIAL 1,PENALTY CAT 2,FLAG 2,GRADE OFFICIAL 2,GROUP,CATEGORY,POS. FOUL,VIEVERS NOTES,IFAF,SUP. NOTES,PENALTY
127,4,,,,,,,,,,,,,
128,4,,,,,,,,,,,,,
129,4,,,,,,,,,,,,,
130,4,,,,,,,,,,,,,
131,4,PF-LTO,CC,BC,,,,,,,,,,
132,4,,,,,,,,,,,,,
133,4,,,,,,,,,,,,,
134,4,,,,,,,,,,,,,
135,4,,,,,,,,,,,,,
136,4,,,,,,,,,,,,,
137,4,PF-TGD,NG,RGUGFG,,,,,,,,,,
138,4,,,,,,,,,,,,,
139,4,,,,,,,,,,,,,
140,4,,,,,,,,,,,,,
141,4,,,,,,,,,,,,,
142,4,,,,,,,,,,,,,
143,4,,,,,,,,,,,,,
144,4,,,,,,,,,,,,,
145,4,,,,,,,,,,,,,
146,4,,,,,,,,,,,,,
147,4,DOG,CC,BC,,,,,,,,,,
148,4,,,,,,,,,,,,,
149,4,,,,,,,,,,,,,
150,4,,,,,,,,,,,,,
151,4,,,,,,,,,,,,,
152,4,,,,,,,,,,,,,
153,4,FST,CC,HCLC,,,,,,,,,,
154,4,PF-FMM,CC,LCHC,,,,,,,,,,
155,4,,,,,,,,,,,,,
156,4,,,,,,,,,,,,,
157,4,,,,,,,,,,,,,
158,4,SUB,CC,RCUC,,,,,,,,,,
159,4,,,,,,,,,,,,,
160,4,,,,,,,,,,,,,
