PLAY #,QTR,PENALTY-CAT 1,FLAG 1,GRADE OFFICIAL 1,PENALTY CAT 2,FLAG 2,GRADE OFFICIAL 2,GROUP,CATEGORY,POS. FOUL,VIEVERS NOTES,IFAF,SUP. NOTES,PENALTY
103,3,,,,,,,,,,,,,
104,3,FST,IC,HI,PF-UNR,,R,,,,,,,
105,3,,,,,,,,,,,,,
106,3,,,,,,,,M,,"H - SÆLG DIT KALD, DU HAR DET RIGTIGE KALD",,,
107,3,,,,,,,,,,,,,
108,3,,,,,,,,,,,,,
109,3,,,,,,,,,,,,,
110,3,,,,,,,,,,,,,
111,3,,,,,,,,,,,,,
112,3,,,,,,,,,,,,,
113,3,,,,,,,,,,,,,
114,3,,,,,,,,,,,,,
115,3,,,,,,,,,,,,,
116,3,,,,,,,,,,,,,
117,3,,,,,,,,,,,,,
118,3,,,,,,,,,,,,,
119,3,PF-RTP,CC,RC,,,,,,,,,,
120,3,,,,,,,,,,,,,
121,3,,,,,,,,,,,,,
122,3,,,,,,,,,,,,,
123,3,,,,,,,,,,,,,
124,3,,,,,,,,,,,,,
125,3,,,,,,,,,,,,,
126,3,,,,,,,,,,,,,
127,3,,,,,,,,,,,,,
128,3,,,,,,,,P,HOL,SORT #13 TÆTTEST PÅ KAMERA UNDER SPARK,,,
129,3,,,,,,,,M,,L - KALD PÅ EN BOLD ISTEDET FOR AT LEDE - DU KOMMER TIL AT SE FORVIRRE,,,
130,3,,,,,,,,,,,,,
131,4,,,,,,,,,,,,,
132,4,,,,,,,,,,,,,
133,4,,,,,,,,,,,,,
134,4,FST,CC,UCLN,,,,,,,NO WINGS?,,,
135,4,,,,,,,,,,,,,
136,4,,,,,,,,,,,,,
137,4,,,,,,,,,,,,,
138,4,,,,,,,,,,,,,
139,4,,,,,,,,,,,,,
140,4,,,,,,,,,,,,,
141,4,,,,,,,,,,,,,
142,4,,,,,,,,,,,,,
143,4,,,,,,,,,,,,,
144,4,,,,,,,,,,,,,
145,4,,,,,,,,,,,,,
146,4,FST,NC,HN,,,,,P,FST,TIME AND SCORE - VIL TALE MED HAM ISTEDET FOR FLAG ?,,,
147,4,,,,,,,,,,,,,
148,4,,,,,,,,,,,,,
149,4,KOB,CC,FC,,,,,PB,,"FLAGET KOMMER NED I IGEN, F :-)",,,
