PLAY #,QTR,PENALTY-CAT 1,FLAG 1,GRADE OFFICIAL 1,PENALTY CAT 2,FLAG 2,GRADE OFFICIAL 2,GROUP,CATEGORY,POS. FOUL,VIEVERS NOTES,SCORE,IFAF
81,2,,,,,,,,,,,,
82,3,PF-BSB,CC,BC,,,,RWD,P,,A10 MOD B20 PÅ 26Y LINE,,
83,3,,,,,,,,,,,,
84,3,,,,,,,,,,,,
85,3,,,,,,,,,,,,
86,3,,,,,,,,,,,,
87,3,,,,,,,,,,,,
88,3,,,,,,,,,,,,
89,3,,,,,,,,,,,,
90,3,,,,,,,,,,,,
91,3,DOF-NZI,CC,HC,,,,RW,P,,B14 FJERNESTE DE,,
92,3,,,,,,,,,,,,
93,3,,,,,,,,,,,,
94,3,FST,CC,RC,,,,RW,P,,RB A36,,
95,3,,,,,,,,,,,,
96,3,,,,,,,,,,,,
97,3,,,,,,,,,,,,
98,3,,,,,,,,,,,,
99,3,,,,,,,,,,,,
100,3,,,,,,,,,,,,
101,3,DOF-NZI,CC,LCRM,,,,RW,P,,"R KASTER PÅ RGA78, L PÅ DE B14. DOF EFTER DISCUSSION",,
102,3,,,,,,,,,,,,
103,3,,,,,,,,,,,,
104,3,,,,,,,,,,,,
105,3,IDP,CC,UC,PF-OTH,NG,UG,RWD,,,IDP C A59 (SE EZ). PF-OTH PÅ B95 MOD A59 NOT VISIBLE,,
106,3,,,,,,,,,,,,
107,3,,,,,,,,,,,,
108,3,,,,,,,,,,,,
109,3,,,,,,,,,,,,
110,3,DOF-NZI,CC,HC,IDP,IC,UI,RWD,,,"DOF: DT B69, IDP C A64",,
111,3,,,,,,,,,,,,
112,3,IBB,WAIVED,FW,,,,RWD,,,SORT 11 PÅ 40Y LINE,,
113,3,,,,,,,,,,,,
114,3,,,,,,,,,,,,
115,3,,,,,,,,,,,,
116,3,DPI-GR,CC,HCBC,,,,RWD,,,B23 MOD A13,,
117,3,,,,,,,,,,,,
118,4,UC-TAU,CC,CNC,,,,RWD,P,UC-TAU,B3 EFTER INCOMPLETE,,
119,4,,,,,,,,,,,,
120,4,,,,,,,,,,,,
121,4,,,,,,,,,,,,
122,4,OFH-GR,NC,UN,,,,RW,P,OFH-GR,LG A71 MOD B78 (SE EZ),,
123,4,,,,,,,,,,,,
124,4,,,,,,,,,,,,
125,4,,,,,,,,,,,,
126,4,,,,,,,,,,,,
127,4,,,,,,,,,,,,
128,4,,,,,,,,,,,,
129,4,,,,,,,,,,,,
130,4,DEH,CC,CNC,,,,RWD,P,DEH,B3 MOD A88 (SE EZ),,
131,4,DEH,NG,,,,,RWD,PB,DEH,B20 MED A82 - S VURDERER DER IKKE TABES SKRIDT,,
132,4,,,,,,,,,,,,
133,4,DOF-NZI,CC,HC,,,,RWD,P,,FJERNESTE DE B25,,
134,4,,,,,,,,,,,,
135,4,,,,,,,,,,,,
136,4,,,,,,,,,,,,
137,4,,,,,,,,,,,,
138,4,,,,,,,,,,,,
139,4,,,,,,,,,,,,
140,4,,,,,,,,,,,,
141,4,,,,,,,,,,,,
142,4,,,,,,,,,,,,
143,4,,,,,,,,,,,,
144,4,,,,,,,,,,,,
145,4,,,,,,,,,,,,
146,4,OFH-GR,CC,CNC,,CC,CNC,RWD,P,OFH-GR,A8 MOD B2. TGC B2?,,
147,4,,,,,,,,,,,,
